,0
132,https://podcast.scouting.org/scoutcast/2019/november-2019-winter-camping-why-you-should-brave-the-cold/
133,https://podcast.scouting.org/scoutcast/2019/october-2019-how-to-have-a-meaningful-court-of-honor/
134,https://podcast.scouting.org/scoutcast/2019/october-2019-how-to-have-a-meaningful-court-of-honor/
135,https://media.blubrry.com/bsas_scoutcast/p/content.blubrry.com/bsas_scoutcast/scoutcast-2019-10_SC_Oct_COH_R.mp3
136,https://media.blubrry.com/bsas_scoutcast/s/content.blubrry.com/bsas_scoutcast/scoutcast-2019-10_SC_Oct_COH_R.mp3
137,https://podcast.scouting.org/category/scoutcast/feed/
138,https://podcast.scouting.org/subscribe-to-podcast/
139,https://podcast.scouting.org/scoutcast/2019/october-2019-how-to-have-a-meaningful-court-of-honor/
140,https://podcast.scouting.org/scoutcast/2019/september-2019-parent-orientation/
141,https://podcast.scouting.org/scoutcast/2019/september-2019-parent-orientation/
142,https://media.blubrry.com/bsas_scoutcast/p/content.blubrry.com/bsas_scoutcast/scoutcast-2019-09_SC_Sept_ParentOrientation.mp3
143,https://media.blubrry.com/bsas_scoutcast/s/content.blubrry.com/bsas_scoutcast/scoutcast-2019-09_SC_Sept_ParentOrientation.mp3
144,https://podcast.scouting.org/category/scoutcast/feed/
145,https://podcast.scouting.org/subscribe-to-podcast/
146,https://podcast.scouting.org/scoutcast/2019/september-2019-parent-orientation/
147,https://podcast.scouting.org/scoutcast/2019/august-2019-peer-to-peer-recruiting/
148,https://podcast.scouting.org/scoutcast/2019/august-2019-peer-to-peer-recruiting/
149,https://media.blubrry.com/bsas_scoutcast/p/content.blubrry.com/bsas_scoutcast/scoutcast-2019-08_SC_Aug_Peer2Peer.mp3
150,https://media.blubrry.com/bsas_scoutcast/s/content.blubrry.com/bsas_scoutcast/scoutcast-2019-08_SC_Aug_Peer2Peer.mp3
151,https://podcast.scouting.org/category/scoutcast/feed/
152,https://podcast.scouting.org/subscribe-to-podcast/
153,https://podcast.scouting.org/scoutcast/2019/august-2019-peer-to-peer-recruiting/
154,https://podcast.scouting.org/scoutcast/2019/july-2019-linked-troops/
155,https://podcast.scouting.org/scoutcast/2019/july-2019-linked-troops/
